Fresh Review Data
frightened 1 0.000145033
proceedings 1 0.000145033
realism 1 0.000145033
nightmare 3 0.000435098
something 6 0.000870196
theres 2 0.000290065
visual 4 0.000580131
affable 1 0.000145033
feast 2 0.000290065
frame 1 0.000145033
during 2 0.000290065
occasionally 1 0.000145033
shadows 1 0.000145033
darker 1 0.000145033
animate 1 0.000145033
used 2 0.000290065
passages 1 0.000145033
instant 1 0.000145033
pitchperfect 1 0.000145033
timing 1 0.000145033
sparkling 1 0.000145033
project 3 0.000435098
visuals 2 0.000290065
cartoonish 1 0.000145033
firstrate 1 0.000145033
sure 1 0.000145033
tub 1 0.000145033
thrilling 2 0.000290065
sex 1 0.000145033
subversion 1 0.000145033
satire 1 0.000145033
insideout 1 0.000145033
someday 1 0.000145033
ultron 1 0.000145033
decorated 1 0.000145033
quality 2 0.000290065
megasuperheroes 1 0.000145033
dan 3 0.000435098
taken 2 0.000290065
surroundings 1 0.000145033
wages 1 0.000145033
brought 1 0.000145033
down 7 0.00101523
earth 2 0.000290065
paying 1 0.000145033
they 10 0.00145033
midwestern 1 0.000145033
ways 2 0.000290065
several 2 0.000290065
viewer 1 0.000145033
farmhouse 1 0.000145033
writerdirector 2 0.000290065
cable 1 0.000145033
whedon 1 0.000145033
daguerreotypes 1 0.000145033
had 4 0.000580131
nuanced 1 0.000145033
australia 1 0.000145033
fight 1 0.000145033
marvels 1 0.000145033
titular 1 0.000145033
violence 1 0.000145033
bystanders 1 0.000145033
character 8 0.00116026
played 9 0.00130529
expectations 1 0.000145033
rudd 4 0.000580131
ignoble 1 0.000145033
would 1 0.000145033
sailboat 1 0.000145033
retrocool 1 0.000145033
60s 1 0.000145033
sinister 1 0.000145033
spacesuitlooking 1 0.000145033
while 9 0.00130529
schools 1 0.000145033
turn 2 0.000290065
hides 2 0.000290065
human 3 0.000435098
suddenly 1 0.000145033
runs 1 0.000145033
mercenary 1 0.000145033
smaller 1 0.000145033
oil 1 0.000145033
relationship 2 0.000290065
stopper 1 0.000145033
bonus 1 0.000145033
trying 4 0.000580131
pleasures 2 0.000290065
tonally 1 0.000145033
overall 1 0.000145033
stone 2 0.000290065
alaskan 1 0.000145033
lord 4 0.000580131
bad 3 0.000435098
kiss 1 0.000145033
brutality 1 0.000145033
conformist 1 0.000145033
self 1 0.000145033
stoll 2 0.000290065
begins 3 0.000435098
horrifying 1 0.000145033
also 7 0.00101523
keaysbyrne 1 0.000145033
lot 4 0.000580131
comment 1 0.000145033
craziest 1 0.000145033
fun 2 0.000290065
turning 3 0.000435098
tied 1 0.000145033
action 6 0.000870196
larger 1 0.000145033
save 4 0.000580131
heroine 2 0.000290065
bigger 2 0.000290065
pym 4 0.000580131
inventor 1 0.000145033
tossed 1 0.000145033
versus 1 0.000145033
housewives 1 0.000145033
roaring 1 0.000145033
gamechanger 1 0.000145033
universe 2 0.000290065
embodiment 1 0.000145033
been 8 0.00116026
military 1 0.000145033
darren 1 0.000145033
kill 1 0.000145033
develops 1 0.000145033
gender 1 0.000145033
wtf 1 0.000145033
suit 2 0.000290065
called 3 0.000435098
25 1 0.000145033
troops 1 0.000145033
later 1 0.000145033
screening 1 0.000145033
highest 1 0.000145033
sway 1 0.000145033
bateman 2 0.000290065
issues 1 0.000145033
chooses 1 0.000145033
wear 1 0.000145033
owners 1 0.000145033
stop 1 0.000145033
sale 1 0.000145033
cop 1 0.000145033
lang 1 0.000145033
clear 1 0.000145033
burglar 1 0.000145033
intelligent 1 0.000145033
electrical 1 0.000145033
engineering 2 0.000290065
boasted 1 0.000145033
viral 1 0.000145033
stint 1 0.000145033
daughter 1 0.000145033
cowering 1 0.000145033
cant 2 0.000290065
dominance 1 0.000145033
manversusnature 2 0.000290065
suffering 1 0.000145033
baskinrobbins 1 0.000145033
edge 3 0.000435098
top 2 0.000290065
eventually 2 0.000290065
plans 1 0.000145033
heist 1 0.000145033
group 1 0.000145033
speaks 1 0.000145033
designed 2 0.000290065
lifestyle 1 0.000145033
against 1 0.000145033
relief 1 0.000145033
likable 2 0.000290065
wellfed 1 0.000145033
exasperation 1 0.000145033
everyman 1 0.000145033
george 2 0.000290065
root 1 0.000145033
sense 1 0.000145033
allows 3 0.000435098
stranger 1 0.000145033
appropriate 1 0.000145033
script 2 0.000290065
wonder 1 0.000145033
humiliates 1 0.000145033
written 3 0.000435098
robotics 1 0.000145033
wright 2 0.000290065
emmanuel 1 0.000145033
cornish 1 0.000145033
highways 1 0.000145033
adam 1 0.000145033
show 2 0.000290065
mckay 1 0.000145033
lures 1 0.000145033
surreal 2 0.000290065
mouths 1 0.000145033
touches 2 0.000290065
especially 2 0.000290065
obese 1 0.000145033
departure 1 0.000145033
tries 1 0.000145033
explain 1 0.000145033
landing 1 0.000145033
simmons 7 0.00101523
cumberbatch 1 0.000145033
hardy 1 0.000145033
ants 1 0.000145033
whose 4 0.000580131
set 3 0.000435098
pushing 1 0.000145033
pied 1 0.000145033
oscarit 1 0.000145033
piperstyle 1 0.000145033
off 1 0.000145033
doesnt 4 0.000580131
really 4 0.000580131
denying 1 0.000145033
reed 1 0.000145033
ridiculous 1 0.000145033
universality 1 0.000145033
delicious 1 0.000145033
aspects 1 0.000145033
mythical 1 0.000145033
most 10 0.00145033
near 1 0.000145033
giving 1 0.000145033
rises 1 0.000145033
truly 1 0.000145033
talking 1 0.000145033
transfusion 1 0.000145033
facing 1 0.000145033
guardians 3 0.000435098
afraid 2 0.000290065
chances 1 0.000145033
level 4 0.000580131
abby 4 0.000580131
journey 3 0.000435098
my 3 0.000435098
place 2 0.000290065
refreshing 2 0.000290065
big 6 0.000870196
do 4 0.000580131
veteran 1 0.000145033
move 1 0.000145033
let 1 0.000145033
help 1 0.000145033
environment 1 0.000145033
youve 2 0.000290065
wore 1 0.000145033
spray 1 0.000145033
fassbender 2 0.000290065
renegade 1 0.000145033
saw 1 0.000145033
deleted 1 0.000145033
seen 2 0.000290065
judicious 1 0.000145033
ferocious 1 0.000145033
i 7 0.00101523
giggling 1 0.000145033
shockya 1 0.000145033
cacophony 1 0.000145033
zimmer 1 0.000145033
jokey 1 0.000145033
mad 6 0.000870196
max 11 0.00159536
basically 2 0.000290065
assault 1 0.000145033
senses 1 0.000145033
limited 1 0.000145033
screenwriter 1 0.000145033
sight 1 0.000145033
felt 3 0.000435098
me 1 0.000145033
driven 5 0.000725163
niceness 1 0.000145033
frenzy 1 0.000145033
neighbor 1 0.000145033
exhilaration 1 0.000145033
seconds 1 0.000145033
sitting 1 0.000145033
quietly 1 0.000145033
furiosa 2 0.000290065
ground 1 0.000145033
shaking 1 0.000145033
grace 1 0.000145033
men 2 0.000290065
pounding 1 0.000145033
piercing 1 0.000145033
screams 1 0.000145033
surreality 1 0.000145033
might 5 0.000725163
gave 1 0.000145033
immortal 1 0.000145033
sin 1 0.000145033
thus 1 0.000145033
you 10 0.00145033
victory 1 0.000145033
amplifiers 1 0.000145033
short 3 0.000435098
andrews 1 0.000145033
miller 4 0.000580131
previous 3 0.000435098
makes 4 0.000580131
postapocalyptic 1 0.000145033
nonstop 1 0.000145033
lives 2 0.000290065
unique 1 0.000145033
deaths 1 0.000145033
white 1 0.000145033
extra 3 0.000435098
boost 1 0.000145033
determination 3 0.000435098
destiny 1 0.000145033
arm 1 0.000145033
brilliantly 1 0.000145033
choreographed 1 0.000145033
fire 1 0.000145033
bane 1 0.000145033
blood 3 0.000435098
includes 1 0.000145033
toys 1 0.000145033
racy 1 0.000145033
much 4 0.000580131
balance 1 0.000145033
tom 1 0.000145033
access 1 0.000145033
foray 1 0.000145033
dark 4 0.000580131
knight 1 0.000145033
slave 6 0.000870196
muffled 1 0.000145033
trend 1 0.000145033
luck 1 0.000145033
heroes 2 0.000290065
similarly 2 0.000290065
insane 2 0.000290065
nurturing 1 0.000145033
arid 1 0.000145033
lowbrow 1 0.000145033
aqua 1 0.000145033
gagged 1 0.000145033
focused 1 0.000145033
cute 1 0.000145033
normal 1 0.000145033
hero 5 0.000725163
date 1 0.000145033
chained 1 0.000145033
front 2 0.000290065
passons 1 0.000145033
cars 1 0.000145033
madly 1 0.000145033
desert 3 0.000435098
pursuit 1 0.000145033
rig 1 0.000145033
tanker 1 0.000145033
enjoy 1 0.000145033
seems 4 0.000580131
different 1 0.000145033
milk 1 0.000145033
premium 1 0.000145033
could 2 0.000290065
escape 1 0.000145033
madness 1 0.000145033
fiddle 1 0.000145033
charlize 1 0.000145033
elswit 2 0.000290065
coldeyed 1 0.000145033
warrior 1 0.000145033
queen 1 0.000145033
fleeting 1 0.000145033
absconded 1 0.000145033
joes 1 0.000145033
amounts 1 0.000145033
wives 2 0.000290065
assaults 1 0.000145033
toward 1 0.000145033
home 1 0.000145033
land 2 0.000290065
early 3 0.000435098
gilroys 3 0.000435098
green 1 0.000145033
pride 1 0.000145033
past 3 0.000435098
various 3 0.000435098
bits 1 0.000145033
cloth 1 0.000145033
add 1 0.000145033
themselves 1 0.000145033
supermodel 1 0.000145033
otherwise 1 0.000145033
bloodyminded 1 0.000145033
history 4 0.000580131
9yearolds 1 0.000145033
driver 2 0.000290065
whom 2 0.000290065
briefly 1 0.000145033
connected 1 0.000145033
tubes 1 0.000145033
leader 1 0.000145033
nux 1 0.000145033
games 1 0.000145033
terrifying 1 0.000145033
featurettesthe 1 0.000145033
nicholas 1 0.000145033
hoult 1 0.000145033
trouper 1 0.000145033
supplement 1 0.000145033
lights 1 0.000145033
throws 1 0.000145033
fueled 1 0.000145033
high 3 0.000435098
chameleon 1 0.000145033
day 3 0.000435098
saturated 2 0.000290065
sticks 1 0.000145033
red 1 0.000145033
flares 1 0.000145033
duncoloured 1 0.000145033
flying 2 0.000290065
interest 1 0.000145033
convoy 1 0.000145033
amishstyle 1 0.000145033
bullets 1 0.000145033
freeway 1 0.000145033
timelessness 1 0.000145033
coming 1 0.000145033
true 1 0.000145033
long 4 0.000580131
computeraided 1 0.000145033
shots 2 0.000290065
landscape 2 0.000290065
effective 1 0.000145033
inventions 1 0.000145033
ahmed 1 0.000145033
disciple 1 0.000145033
ilk 1 0.000145033
falls 1 0.000145033
side 1 0.000145033
classes 1 0.000145033
naked 2 0.000290065
available 1 0.000145033
race 2 0.000290065
fierceness 1 0.000145033
prove 1 0.000145033
manipulate 1 0.000145033
notion 1 0.000145033
names 1 0.000145033
bone 1 0.000145033
ride 1 0.000145033
run 1 0.000145033
internet 1 0.000145033
slacks 1 0.000145033
highlights 1 0.000145033
polecats 1 0.000145033
weave 1 0.000145033
futuristic 1 0.000145033
legal 1 0.000145033
above 3 0.000435098
dipping 1 0.000145033
define 1 0.000145033
splices 1 0.000145033
mel 1 0.000145033
remarkable 1 0.000145033
bomb 1 0.000145033
eviscerated 1 0.000145033
hatched 1 0.000145033
homeland 1 0.000145033
comes 1 0.000145033
take 6 0.000870196
quieter 1 0.000145033
have 11 0.00159536
digital 4 0.000580131
hints 2 0.000290065
broader 1 0.000145033
offered 1 0.000145033
hardys 1 0.000145033
creation 1 0.000145033
gibson 2 0.000290065
time 5 0.000725163
cornered 1 0.000145033
gyllenhaals 8 0.00116026
market 1 0.000145033
wildeyed 1 0.000145033
haunted 1 0.000145033
shapes 1 0.000145033
figures 1 0.000145033
titles 2 0.000290065
realizing 1 0.000145033
failed 2 0.000290065
addition 1 0.000145033
business 2 0.000290065
supervillain 1 0.000145033
medical 2 0.000290065
metal 2 0.000290065
bloom 11 0.00159536
nose 1 0.000145033
seem 5 0.000725163
guidance 1 0.000145033
steven 2 0.000290065
demand 1 0.000145033
explanation 1 0.000145033
earplugs 1 0.000145033
inevitable 1 0.000145033
romance 1 0.000145033
crimefighter 1 0.000145033
sequel 1 0.000145033
placement 1 0.000145033
single 2 0.000290065
comics 1 0.000145033
commercial 1 0.000145033
adding 1 0.000145033
follow 1 0.000145033
utterly 1 0.000145033
urgent 1 0.000145033
cynicism 2 0.000290065
plentiful 1 0.000145033
tulips 1 0.000145033
surprise 2 0.000290065
instructor 1 0.000145033
cleverly 1 0.000145033
executed 2 0.000290065
blind 1 0.000145033
iota 1 0.000145033
brick 3 0.000435098
panache 1 0.000145033
bros 1 0.000145033
pulls 1 0.000145033
actual 1 0.000145033
host 1 0.000145033
grotesquely 1 0.000145033
emotional 5 0.000725163
hauntingly 1 0.000145033
finish 2 0.000290065
pixars 1 0.000145033
nina 1 0.000145033
argue 1 0.000145033
better 3 0.000435098
awards 1 0.000145033
nominees 2 0.000290065
signs 1 0.000145033
specialize 1 0.000145033
stealthily 1 0.000145033
charming 1 0.000145033
featurette 1 0.000145033
chance 2 0.000290065
girlnextdoor 1 0.000145033
wyldstyle 1 0.000145033
satisfying 1 0.000145033
brand 1 0.000145033
companys 1 0.000145033
excellent 1 0.000145033
passion 1 0.000145033
bestbut 1 0.000145033
teaching 1 0.000145033
smart 1 0.000145033
parker 1 0.000145033
resources 1 0.000145033
compelling 2 0.000290065
allowed 1 0.000145033
execute 1 0.000145033
thoughts 1 0.000145033
came 1 0.000145033
closest 1 0.000145033
park 1 0.000145033
creators 1 0.000145033
trey 1 0.000145033
awesome 1 0.000145033
youll 4 0.000580131
why 1 0.000145033
competitive 1 0.000145033
doll 1 0.000145033
didnt 2 0.000290065
generic 1 0.000145033
no 6 0.000870196
lonely 1 0.000145033
insisted 1 0.000145033
upbeat 1 0.000145033
minifigures 1 0.000145033
whiplash 2 0.000290065
element 1 0.000145033
mistaken 1 0.000145033
batman 2 0.000290065
establish 1 0.000145033
triangle 1 0.000145033
tell 1 0.000145033
many 3 0.000435098
kids 5 0.000725163
posting 1 0.000145033
caste 1 0.000145033
system 1 0.000145033
boba 1 0.000145033
fett 1 0.000145033
daunting 1 0.000145033
tyrant 1 0.000145033
settles 1 0.000145033
compassion 1 0.000145033
blend 1 0.000145033
inthemoment 1 0.000145033
rapidfire 1 0.000145033
acting 1 0.000145033
overthetop 1 0.000145033
plus 1 0.000145033
imagination 1 0.000145033
instead 1 0.000145033
animators 2 0.000290065
effects 2 0.000290065
bit 3 0.000435098
puppeteering 1 0.000145033
reallife 1 0.000145033
crowdpleasing 2 0.000290065
dangerous 1 0.000145033
beheaded 1 0.000145033
unspeakably 1 0.000145033
gory 1 0.000145033
photocopying 1 0.000145033
aweinspiring 1 0.000145033
instinct 1 0.000145033
offer 1 0.000145033
unexpected 2 0.000290065
blinkandyoullmissit 1 0.000145033
music 1 0.000145033
individual 1 0.000145033
joke 2 0.000290065
circle 2 0.000290065
never 7 0.00101523
patronizing 1 0.000145033
dropped 1 0.000145033
seamlessly 1 0.000145033
brad 1 0.000145033
double 1 0.000145033
fires 1 0.000145033
entendre 1 0.000145033
counting 1 0.000145033
american 3 0.000435098
fact 1 0.000145033
overarching 1 0.000145033
uniqueness 1 0.000145033
delight 2 0.000290065
worry 1 0.000145033
substance 1 0.000145033
shot 1 0.000145033
invention 2 0.000290065
included 1 0.000145033
entertainment 1 0.000145033
became 1 0.000145033
harder 2 0.000290065
ignore 1 0.000145033
charisma 1 0.000145033
makers 1 0.000145033
shall 1 0.000145033
except 2 0.000290065
else 3 0.000435098
isle 1 0.000145033
exceeds 1 0.000145033
ending 1 0.000145033
knowing 1 0.000145033
welcome 2 0.000290065
gyllenhaal 9 0.00130529
smiling 1 0.000145033
subjected 1 0.000145033
uncovers 1 0.000145033
herself 1 0.000145033
change 1 0.000145033
myself 1 0.000145033
2014 1 0.000145033
persona 1 0.000145033
fair 1 0.000145033
jake 2 0.000290065
digs 1 0.000145033
societys 1 0.000145033
score 2 0.000290065
yet 3 0.000435098
teller 4 0.000580131
unsettling 3 0.000435098
psychopath 1 0.000145033
underneath 2 0.000290065
explored 1 0.000145033
collected 1 0.000145033
anybody 1 0.000145033
five 1 0.000145033
steps 1 0.000145033
game 3 0.000435098
perfection 1 0.000145033
charm 2 0.000290065
sick 2 0.000290065
capable 1 0.000145033
follows 1 0.000145033
chainsawswinging 1 0.000145033
writer 1 0.000145033
12 3 0.000435098
compete 1 0.000145033
name 2 0.000290065
being 5 0.000725163
sleep 1 0.000145033
bloodhounds 1 0.000145033
transformation 2 0.000290065
journalism 1 0.000145033
undertakes 1 0.000145033
feat 1 0.000145033
elijah 1 0.000145033
maniac 1 0.000145033
horrified 2 0.000290065
won 1 0.000145033
winners 2 0.000290065
deceptively 1 0.000145033
exploration 1 0.000145033
reveals 1 0.000145033
topics 1 0.000145033
performance 5 0.000725163
social 2 0.000290065
dissection 1 0.000145033
screen 3 0.000435098
regret 1 0.000145033
unparalleled 1 0.000145033
crime 1 0.000145033
actives 1 0.000145033
respected 1 0.000145033
wants 1 0.000145033
giant 1 0.000145033
suspect 1 0.000145033
builds 1 0.000145033
always 2 0.000290065
turns 2 0.000290065
graphic 1 0.000145033
firstaccess 1 0.000145033
outset 1 0.000145033
accidents 2 0.000290065
20thcentury 1 0.000145033
involves 1 0.000145033
proper 1 0.000145033
brittle 1 0.000145033
allysondoris 1 0.000145033
repercussions 1 0.000145033
chalk 1 0.000145033
grit 1 0.000145033
screenplay 1 0.000145033
outsmarted 1 0.000145033
laptop 1 0.000145033
editing 1 0.000145033
goodoldfashion 1 0.000145033
lurking 1 0.000145033
object 2 0.000290065
clever 1 0.000145033
portray 1 0.000145033
poignant 1 0.000145033
youtubers 1 0.000145033
nothing 4 0.000580131
artistry 1 0.000145033
morally 2 0.000290065
horrendous 1 0.000145033
influence 1 0.000145033
liberties 1 0.000145033
gritty 1 0.000145033
attempts 2 0.000290065
absolute 1 0.000145033
company 2 0.000290065
dramatization 1 0.000145033
aptly 1 0.000145033
gilroy 7 0.00101523
satellite 1 0.000145033
offers 3 0.000435098
underground 1 0.000145033
york 2 0.000290065
sorts 2 0.000290065
neurosis 1 0.000145033
instability 1 0.000145033
ambition 2 0.000290065
paralyzing 1 0.000145033
command 1 0.000145033
audiences 2 0.000290065
socially 1 0.000145033
stay 1 0.000145033
awkward 1 0.000145033
drama 2 0.000290065
demeanor 1 0.000145033
costar 2 0.000290065
eyes 3 0.000435098
sociopathic 1 0.000145033
reveal 1 0.000145033
dictating 1 0.000145033
percussionheavy 1 0.000145033
whoever 1 0.000145033
flinching 1 0.000145033
de 1 0.000145033
both 3 0.000435098
powerhouse 1 0.000145033
paxton 1 0.000145033
profession 1 0.000145033
riz 1 0.000145033
supporting 2 0.000290065
inserted 1 0.000145033
blooms 2 0.000290065
aspect 1 0.000145033
bothered 1 0.000145033
having 1 0.000145033
direct 1 0.000145033
competition 3 0.000435098
cameras 1 0.000145033
shoved 1 0.000145033
bleeding 1 0.000145033
suspicious 1 0.000145033
russos 1 0.000145033
producer 1 0.000145033
quotas 1 0.000145033
falling 1 0.000145033
appearance 1 0.000145033
expressing 1 0.000145033
exorbitant 1 0.000145033
6 4 0.000580131
exclusive 2 0.000290065
brilliance 1 0.000145033
shines 1 0.000145033
requests 1 0.000145033
inconceivable 1 0.000145033
warning 1 0.000145033
express 1 0.000145033
robert 2 0.000290065
pulsepounding 1 0.000145033
vibrant 1 0.000145033
energetic 1 0.000145033
whips 1 0.000145033
flashy 2 0.000290065
arrested 1 0.000145033
effect 1 0.000145033
attractive 1 0.000145033
blurred 1 0.000145033
gruesome 1 0.000145033
1080p 1 0.000145033
dismal 1 0.000145033
seedy 1 0.000145033
horrors 1 0.000145033
capturing 1 0.000145033
insufferably 1 0.000145033
ably 1 0.000145033
weegee 1 0.000145033
pure 1 0.000145033
leads 2 0.000290065
commentary 3 0.000435098
tony 1 0.000145033
barebones 1 0.000145033
production 2 0.000290065
capitol 1 0.000145033
feed 1 0.000145033
interviews 1 0.000145033
louisiana 1 0.000145033
talkingheads 1 0.000145033
coyote 1 0.000145033
nails 1 0.000145033
lifeless 1 0.000145033
carcasses 1 0.000145033
members 2 0.000290065
talk 2 0.000290065
witness 2 0.000290065
raishbrooks 1 0.000145033
toxic 1 0.000145033
helped 1 0.000145033
bored 1 0.000145033
perspective 2 0.000290065
now 2 0.000290065
swear 1 0.000145033
theyve 1 0.000145033
begs 1 0.000145033
mix 1 0.000145033
jim 1 0.000145033
disc 1 0.000145033
resilience 1 0.000145033
jones 1 0.000145033
got 1 0.000145033
drawing 1 0.000145033
failing 1 0.000145033
inspiration 1 0.000145033
photographer 1 0.000145033
sleazy 1 0.000145033
pay 1 0.000145033
disney 2 0.000290065
weak 1 0.000145033
fame 1 0.000145033
case 1 0.000145033
extorting 1 0.000145033
modern 2 0.000290065
appears 1 0.000145033
roles 1 0.000145033
chipper 1 0.000145033
cheery 1 0.000145033
glance 1 0.000145033
cleancut 1 0.000145033
chill 1 0.000145033
damnnear 1 0.000145033
masterful 1 0.000145033
sheen 1 0.000145033
antics 1 0.000145033
solos 1 0.000145033
hardpressed 1 0.000145033
labor 1 0.000145033
decade 1 0.000145033
look 1 0.000145033
sending 1 0.000145033
hd 4 0.000580131
vod 4 0.000580131
bloodsport 1 0.000145033
may 1 0.000145033
feared 1 0.000145033
evolution 1 0.000145033
drill 1 0.000145033
sergeant 1 0.000145033
bullying 1 0.000145033
boot 1 0.000145033
beaming 1 0.000145033
band 3 0.000435098
bullies 1 0.000145033
students 2 0.000290065
total 1 0.000145033
obedience 1 0.000145033
win 2 0.000290065
similar 1 0.000145033
approval 1 0.000145033
none 1 0.000145033
removed 1 0.000145033
possibility 1 0.000145033
andrew 1 0.000145033
fearless 1 0.000145033
obsessive 1 0.000145033
times 1 0.000145033
selfabsorbed 1 0.000145033
pain 1 0.000145033
demands 1 0.000145033
hyena 1 0.000145033
believe 1 0.000145033
musicians 1 0.000145033
stronger 2 0.000290065
player 1 0.000145033
clearly 2 0.000290065
warfare 2 0.000290065
tundra 1 0.000145033
playing 2 0.000290065
calculation 1 0.000145033
stuck 1 0.000145033
act 1 0.000145033
event 1 0.000145033
thriller 1 0.000145033
exclusion 1 0.000145033
infects 1 0.000145033
insensitivity 1 0.000145033
oversights 1 0.000145033
allow 1 0.000145033
scheme 1 0.000145033
abused 1 0.000145033
damien 2 0.000290065
created 1 0.000145033
twohander 1 0.000145033
collision 1 0.000145033
ruthless 1 0.000145033
riveting 1 0.000145033
jazz 1 0.000145033
figure 1 0.000145033
tier 1 0.000145033
title 2 0.000290065
drum 1 0.000145033
birdman 1 0.000145033
nervous 1 0.000145033
toronto 1 0.000145033
festival 1 0.000145033
fund 1 0.000145033
essays 1 0.000145033
40minute 1 0.000145033
documentary 1 0.000145033
timekeepers 1 0.000145033
copy 1 0.000145033
adaptation 2 0.000290065
thoroughly 1 0.000145033
transform 1 0.000145033
complete 1 0.000145033
formal 1 0.000145033
loss 1 0.000145033
trick 1 0.000145033
center 1 0.000145033
wit 1 0.000145033
book 2 0.000290065
tokyo 1 0.000145033
adolescent 1 0.000145033
prodigy 1 0.000145033
discovers 1 0.000145033
transforms 1 0.000145033
plush 2 0.000290065
baymax 2 0.000290065
cuddliest 1 0.000145033
sweetest 1 0.000145033
together 1 0.000145033
call 1 0.000145033
elemental 1 0.000145033
disneys 1 0.000145033
adsit 1 0.000145033
robot 1 0.000145033
skin 1 0.000145033
gentle 1 0.000145033
nanny 1 0.000145033
transformer 1 0.000145033
caregiver 1 0.000145033
overprotective 1 0.000145033
slow 1 0.000145033
uptake 1 0.000145033
benevolent 1 0.000145033
comforting 1 0.000145033
amidst 1 0.000145033
chaos 1 0.000145033
spectacle 1 0.000145033
origin 1 0.000145033
screendeleted 1 0.000145033
stages 1 0.000145033
post 1 0.000145033
eggs 1 0.000145033
solomon 2 0.000290065
1841 2 0.000290065
gentlemen 1 0.000145033
violin 1 0.000145033
shackled 1 0.000145033
streets 1 0.000145033
sold 1 0.000145033
slavery 2 0.000290065
free 1 0.000145033
back 2 0.000290065
saratoga 1 0.000145033
steve 1 0.000145033
mcqueens 2 0.000290065
impossible 1 0.000145033
cruelty 1 0.000145033
incredible 1 0.000145033
filmmaking 1 0.000145033
embodies 1 0.000145033
tattooed 1 0.000145033
microcosm 1 0.000145033
housewife 2 0.000290065
shameful 1 0.000145033
imax 1 0.000145033
chapter 1 0.000145033
commodified 1 0.000145033
savagery 1 0.000145033
potential 1 0.000145033
ill 1 0.000145033
darn 1 0.000145033
before 2 0.000290065
impeccable 1 0.000145033
intelligence 1 0.000145033
actors 1 0.000145033
chiwetel 1 0.000145033
ejiofor 3 0.000435098
foremost 1 0.000145033
villains 1 0.000145033
innocents 1 0.000145033
wholly 1 0.000145033
horrifically 1 0.000145033
edwin 1 0.000145033
epps 3 0.000435098
third 2 0.000290065
bitter 1 0.000145033
six 1 0.000145033
lords 1 0.000145033
plantation 3 0.000435098
cotton 1 0.000145033
must 3 0.000435098
houses 1 0.000145033
pick 1 0.000145033
apart 1 0.000145033
thousand 1 0.000145033
handful 1 0.000145033
blaxploitation 1 0.000145033
quentin 1 0.000145033
tarantinos 1 0.000145033
django 1 0.000145033
subject 1 0.000145033
enslaved 1 0.000145033
addressed 1 0.000145033
forced 1 0.000145033
frustration 1 0.000145033
british 1 0.000145033
join 1 0.000145033
adapting 1 0.000145033
lawrence 1 0.000145033
1853 1 0.000145033
memoir 1 0.000145033
injustice 1 0.000145033
whack 1 0.000145033
nobody 1 0.000145033
chattel 1 0.000145033
notice 1 0.000145033
navy 1 0.000145033
interpreter 1 0.000145033
spielbergs 1 0.000145033
lone 1 0.000145033
mutiny 1 0.000145033
amistad 1 0.000145033
supreme 1 0.000145033
each 1 0.000145033
court 1 0.000145033
kidnapped 1 0.000145033
body 1 0.000145033
soul 1 0.000145033
dignity 1 0.000145033
gutturning 1 0.000145033
hang 1 0.000145033
disbelief 1 0.000145033
resignation 1 0.000145033
platt 1 0.000145033
palpable 1 0.000145033
trader 1 0.000145033
compromised 1 0.000145033
nyongos 1 0.000145033
admiration 1 0.000145033
danos 1 0.000145033
smallminded 1 0.000145033
overseer 1 0.000145033
void 1 0.000145033
memorable 1 0.000145033
pitt 2 0.000290065
bass 3 0.000435098
sharing 1 0.000145033
delivers 1 0.000145033
reflective 1 0.000145033
conscience 2 0.000290065
collective 1 0.000145033
hammering 1 0.000145033
raising 1 0.000145033
downhome 1 0.000145033
using 1 0.000145033
clanging 1 0.000145033
hans 1 0.000145033
jigs 1 0.000145033
spirituals 1 0.000145033
favors 1 0.000145033
surveying 1 0.000145033
faces 1 0.000145033
doing 1 0.000145033
heat 2 0.000290065
composition 1 0.000145033
old 1 0.000145033
details 1 0.000145033
clothes 1 0.000145033
authenticity 1 0.000145033
harrowing 1 0.000145033
immediate 1 0.000145033
amazing 1 0.000145033
profound 1 0.000145033
sensational 2 0.000290065
careerdefining 1 0.000145033
robin 1 0.000145033
weigert 5 0.000725163
lesbianthemed 2 0.000290065
concussion 4 0.000580131
sandra 2 0.000290065
bullock 3 0.000435098
week 1 0.000145033
cinemaits 1 0.000145033
passon 2 0.000290065
incident 2 0.000290065
uppermiddleclass 1 0.000145033
jersey 1 0.000145033
hit 1 0.000145033
baseball 1 0.000145033
awakening 1 0.000145033
middleaged 1 0.000145033
distracted 1 0.000145033
careeroriented 1 0.000145033
kate 1 0.000145033
begin 1 0.000145033
julie 1 0.000145033
fain 1 0.000145033
perfunctory 1 0.000145033
drudgery 1 0.000145033
housekeeping 1 0.000145033
infrequent 1 0.000145033
gettogethers 1 0.000145033
neighbors 1 0.000145033
dullsville 1 0.000145033
deluxe 1 0.000145033
circumstances 1 0.000145033
believable 1 0.000145033
hey 1 0.000145033
abbys 3 0.000435098
renovation 1 0.000145033
manhattan 1 0.000145033
loft 1 0.000145033
routine 1 0.000145033
priced 1 0.000145033
escort 1 0.000145033
dubs 1 0.000145033
eleanor 2 0.000290065
sounds 1 0.000145033
belle 1 0.000145033
du 1 0.000145033
jour 1 0.000145033
dash 1 0.000145033
thrown 1 0.000145033
remind 1 0.000145033
filmwhich 1 0.000145033
rose 1 0.000145033
queer 1 0.000145033
fishis 1 0.000145033
